,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◆ スプリントプランニング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,スプリント期間 (yyyymmdd),,,,46149.0,,,～,46154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,スプリントゴール,,,,このスプリントで,,,ゲスト向け店舗検索機能の MVP リリース / Phát hành MVP chức năng tìm kiếm quán cà phê cho khách (Guest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,スプリントバックログ,,,,チェックリストLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,対応P_ID,,ID,,タスク,,,,,,PIC,,見積もり(h),,"スプリント
ゴールとの関係",,進捗,,実績(h),,問題点,,,,原因,,,,対策,,,,問題点への対応状況,,,,,,
,1.0,,1.0,,"[DB] ER図作成とSchema定義 
Tạo sơ đồ ER và định nghĩa Schema",,,,,,Quang Phương,,3.0,,あり,,1.0,,3.0,,"なし
Không có",,,,"なし
Không có",,,,"なし
Không có",,,,,,,,,,
,1.0,,2.0,,"[DB] マイグレーション実行と初期データ投入 
Thực thi migration và khởi tạo dữ liệu",,,,,,Hữu Nhân,,2.0,,あり,,1.0,,2.5,,"なし
Không có",,,,"なし
Không có",,,,"なし
Không có",,,,,,,,,,
,2.0,,3.0,,"[Dev] 開発環境の共通セットアップ 
Thiết lập môi trường phát triển chung",,,,,,Ngọc Quý,,1.0,,あり,,1.0,,1.0,,"なし
Không có",,,,"なし
Không có",,,,"なし
Không có",,,,,,,,,,
,2.0,,4.0,,"[Doc] 開発環境セットアップ手順書の作成 
Soạn tài liệu hướng dẫn thiết lập môi trường phát triển",,,,,,Quang Vinh,,2.0,,あり,,1.0,,2.0,,"なし
Không có",,,,"なし
Không có",,,,"なし
Không có",,,,,,,,,,
,1.0,,5.0,,"[BE] Entity/Modelの実装 
Triển khai Entity/Model",,,,,,Quang Phương,,2.0,,あり,,1.0,,2.0,,"なし
Không có",,,,"なし
Không có",,,,"なし
Không có",,,,,,,,,,
,1.0,,6.0,,"[BE] CRUD機能の実装(Create/Read) 
Code chức năng CRUD (Create/Read)",,,,,,Mạnh Tuấn,,2.0,,あり,,1.0,,1.0,,"なし
Không có",,,,"なし
Không có",,,,"なし
Không có",,,,,,,,,,
,1.0,,7.0,,"[BE] CRUD機能の実装(Update/Delete) 
Code chức năng CRUD (Update/Delete)",,,,,,Quốc Khánh,,2.0,,あり,,1.0,,1.0,,"なし
Không có",,,,"なし
Không có",,,,"なし
Không có",,,,,,,,,,
,1.0,,8.0,,[FE] ゲスト向けトップページのレイアウト実装  Code layout trang chủ dành cho khách (Guest),,,,,,Hữu Nhân,,2.0,,あり,,1.0,,1.0,,"なし
Không có",,,,"なし
Không có",,,,"なし
Không có",,,,,,,,,,
,1.0,,9,,"[QA] Test thao tác DB và các API CRUD cơ bản 

[QA] DB操作および基本CRUD APIのテスト",,,,,,Ngọc Quý,,2.0,,あり,,1.0,,2.0,,"なし
Không có",,,,"なし
Không có",,,,"なし
Không có",,,,,,,,,,
,2.0,,10,,"[QA] Kiểm chứng việc cài đặt môi trường trên máy các thành viên

[QA] 各メンバーのローカル環境構築の検証",,,,,,Ngọc Quý,,2.0,,あり,,1.0,,2.0,,"なし
Không có",,,,"なし
Không có",,,,"なし
Không có",,,,,,,,,,
,3.0,,11.0,,"[FE/BE] 検索UIとAPIの連携 
Kết nối UI tìm kiếm với API",,,,,,Quốc Khánh,,2.0,,あり,,1.0,,2.0,,"なし
Không có",,,,"なし
Không có",,,,"なし
Không có",,,,,,,,,,
,3.0,,12.0,,"[FE] 検索画面と結果表示画面のレイアウト実装 
Code layout màn hình tìm kiếm và hiển thị kết quả",,,,,,Quang Vinh,,2.0,,あり,,1.0,,2.0,,"なし
Không có",,,,"なし
Không có",,,,"なし
Không có",,,,,,,,,,
,3.0,,13.0,,"[BE] カフェ検索APIの結果データ連携 
Kết nối dữ liệu từ kết quả API tìm kiếm quán cà phê",,,,,,Mạnh Tuấn,,1.0,,あり,,1.0,,2.0,,"なし
Không có",,,,"なし
Không có",,,,"なし
Không có",,,,,,,,,,
,3.0,,14,,"[QA] Kiểm thử chấp nhận (UAT) cho toàn bộ luồng tìm kiếm 

[QA]検索フロー全体の受入テスト（UAT）",,,,,,Quốc Khánh,,3.0,,あり,,1.0,,3.0,,"なし
Không có",,,,"なし
Không có",,,,"なし
Không có",,,,,,,,,,
,POTは上記のスプリントゴールとスプリントバックログを承認します。,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◆ スプリントレビュー　※スプリントプランニングでは記入しないこと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,スプリントレビュー準備,,,,チェックリストLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,説明担当,,Bùi Quang Phương,,,,デモ担当,,Lương Quốc Khánh,,,,書記,,Trịnh Ngọc Quý,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,スプリントゴール達成度,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,スプリントゴール達成度の理由,,,,"スプリントゴール達成度は100%です。DB設計、マイグレーション、初期データ投入、開発環境構築、環境構築手順書の作成を完了しました。また、店舗一覧画面、検索・絞り込み機能、CRUD API、FEとBEの連携も実装済みです。さらに、CRUD APIテスト、環境確認、検索フローのUATも実施できるようにQA成果物を作成しました。発生した問題はチーム内で確認し、必要な修正・対応を行ったため、スプリントゴールに含まれる内容はすべて完了しています。

Nhóm đánh giá Sprint Goal đạt 100%. Nhóm đã hoàn thành thiết kế DB, migration, seed dữ liệu ban đầu, dựng môi trường phát triển và tài liệu hướng dẫn setup. Ngoài ra, màn hình danh sách quán, chức năng tìm kiếm/lọc, CRUD API và kết nối FE-BE cũng đã được triển khai. Nhóm cũng đã tạo đầy đủ artifact QA cho test CRUD API, kiểm tra môi trường và UAT luồng tìm kiếm. Các vấn đề phát sinh đã được team xác nhận và xử lý cần thiết, nên toàn bộ nội dung thuộc Sprint Goal đã hoàn thành.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,スプリントレビュー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,No,,FB箇所,,CheckList No,,FB内容,,,,,,,,FBへの対応方針,,,対応する内容／対応しない理由,,,,,,,,対応方針承認,,,,,,,,,,,,,
,1.0,,,,,,"なし
Không                  ",,,,,,,,対応する,,,,,,,,,,,FALSE,,,,,,,,,,,,,
,2.0,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
,3.0,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
,4.0,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
,5.0,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,スプリントゴール達成度,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,スプリントゴール達成度の理由,,,,"POTとして確認した結果、スプリントゴール達成度は100%であると判断します。本スプリントでは、ゲスト向け店舗検索機能のMVPリリースを目標として、DB設計、マイグレーション、初期データ投入、開発環境構築、セットアップ手順書の作成が完了しています。また、検索画面・検索結果表示画面の実装、CRUD API、検索API、FEとBEの連携も完了しており、検索フロー全体のUATも実施されています。 スプリントゴールに関係するバックログ項目はすべて完了しており、重大な未対応課題も確認されていないため、スプリントゴールは達成されたと判断します。
Với vai trò POT, sau khi xác nhận, tôi đánh giá mức độ đạt Sprint Goal là 100%. Trong sprint này, mục tiêu là phát hành MVP chức năng tìm kiếm quán cà phê dành cho Guest. Các nội dung như thiết kế DB, migration, seed dữ liệu ban đầu, thiết lập môi trường phát triển và tài liệu hướng dẫn setup đã hoàn thành. Ngoài ra, màn hình tìm kiếm, màn hình hiển thị kết quả, CRUD API, Search API và kết nối FE-BE cũng đã được hoàn thành. UAT cho toàn bộ luồng tìm kiếm cũng đã được thực hiện. Các backlog liên quan đến Sprint Goal đều đã hoàn thành và không còn vấn đề nghiêm trọng chưa xử lý, vì vậy POT đánh giá Sprint Goal đã đạt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,次のスプリントで改善すること,,,,"次のスプリントでは、今回100%達成できた点を引き続き維持し、チーム全体で同じ進め方を継続していきます。特に、タスク分担、進捗確認、FE・BE間の連携をさらに意識し、次のスプリントでも高い完成度を目指します。
Trong sprint tiếp theo, nhóm sẽ tiếp tục phát huy những điểm đã hoàn thành 100% trong sprint này. Đặc biệt, nhóm sẽ duy trì cách phân chia công việc, theo dõi tiến độ và phối hợp giữa FE-BE để tiếp tục đạt chất lượng tốt ở sprint sau.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,POTは上記の内容を妥当であると判断し、このスプリントレビューを承認します。,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
